"Kod";"Nazwa";"Pojazdy";"Rodzaje paliwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1211000;"Powiat nowotarski";"samochody osobowe";"benzyna";"2019";31749;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"olej napędowy";"2015";26919;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"olej napędowy";"2016";29530;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"olej napędowy";"2017";31708;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"olej napędowy";"2018";34042;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"olej napędowy";"2019";35688;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"gaz (LPG)";"2015";6524;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"gaz (LPG)";"2016";6710;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"gaz (LPG)";"2017";6415;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"gaz (LPG)";"2018";6984;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"gaz (LPG)";"2019";7222;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"pozostałe";"2015";11973;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"pozostałe";"2016";11739;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"pozostałe";"2017";11689;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"pozostałe";"2018";11746;"szt.";"";
1211000;"Powiat nowotarski";"samochody osobowe";"pozostałe";"2019";12568;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"benzyna";"2015";954;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"benzyna";"2016";927;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"benzyna";"2017";922;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"benzyna";"2018";885;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"benzyna";"2019";875;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"olej napędowy";"2015";8832;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"olej napędowy";"2016";9350;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"olej napędowy";"2017";9743;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"olej napędowy";"2018";10369;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"olej napędowy";"2019";10950;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"gaz (LPG)";"2015";421;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"gaz (LPG)";"2016";419;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"gaz (LPG)";"2017";395;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"gaz (LPG)";"2018";415;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"gaz (LPG)";"2019";427;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"pozostałe";"2015";1239;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"pozostałe";"2016";1238;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"pozostałe";"2017";1297;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"pozostałe";"2018";1322;"szt.";"";
1211000;"Powiat nowotarski";"samochody ciężarowe";"pozostałe";"2019";1457;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"benzyna";"2015";3;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"benzyna";"2016";2;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"benzyna";"2017";1;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"benzyna";"2018";1;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"benzyna";"2019";1;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"olej napędowy";"2015";547;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"olej napędowy";"2016";570;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"olej napędowy";"2017";612;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"olej napędowy";"2018";639;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"olej napędowy";"2019";676;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"gaz (LPG)";"2015";1;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"gaz (LPG)";"2016";1;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"gaz (LPG)";"2017";0;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"gaz (LPG)";"2018";0;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"gaz (LPG)";"2019";0;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"pozostałe";"2015";59;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"pozostałe";"2016";59;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"pozostałe";"2017";63;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"pozostałe";"2018";63;"szt.";"";
1211000;"Powiat nowotarski";"autobusy";"pozostałe";"2019";69;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"benzyna";"2015";7;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"benzyna";"2016";8;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"benzyna";"2017";7;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"benzyna";"2018";7;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"benzyna";"2019";7;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"olej napędowy";"2015";777;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"olej napędowy";"2016";824;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"olej napędowy";"2017";843;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"olej napędowy";"2018";891;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"olej napędowy";"2019";961;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"gaz (LPG)";"2015";1;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"gaz (LPG)";"2016";1;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"gaz (LPG)";"2017";1;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"gaz (LPG)";"2018";1;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"gaz (LPG)";"2019";1;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"pozostałe";"2015";36;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"pozostałe";"2016";36;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"pozostałe";"2017";42;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"pozostałe";"2018";52;"szt.";"";
1211000;"Powiat nowotarski";"ciągniki siodłowe";"pozostałe";"2019";82;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"benzyna";"2015";34551;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"benzyna";"2016";35504;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"benzyna";"2017";36226;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"benzyna";"2018";36498;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"benzyna";"2019";37573;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"olej napędowy";"2015";18815;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"olej napędowy";"2016";19752;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"olej napędowy";"2017";20292;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"olej napędowy";"2018";21081;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"olej napędowy";"2019";21774;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"gaz (LPG)";"2015";9030;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"gaz (LPG)";"2016";9518;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"gaz (LPG)";"2017";9495;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"gaz (LPG)";"2018";10444;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"gaz (LPG)";"2019";10683;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"pozostałe";"2015";89;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"pozostałe";"2016";88;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"pozostałe";"2017";256;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"pozostałe";"2018";325;"szt.";"";
1212000;"Powiat olkuski";"samochody osobowe";"pozostałe";"2019";832;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"benzyna";"2015";2034;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"benzyna";"2016";2008;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"benzyna";"2017";1985;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"benzyna";"2018";1956;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"benzyna";"2019";1937;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"olej napędowy";"2015";7099;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"olej napędowy";"2016";7295;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"olej napędowy";"2017";6672;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"olej napędowy";"2018";6858;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"olej napędowy";"2019";7094;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"gaz (LPG)";"2015";510;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"gaz (LPG)";"2016";517;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"gaz (LPG)";"2017";489;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"gaz (LPG)";"2018";490;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"gaz (LPG)";"2019";480;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"pozostałe";"2015";18;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"pozostałe";"2016";18;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"pozostałe";"2017";825;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"pozostałe";"2018";836;"szt.";"";
1212000;"Powiat olkuski";"samochody ciężarowe";"pozostałe";"2019";908;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"benzyna";"2015";12;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"benzyna";"2016";12;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"benzyna";"2017";12;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"benzyna";"2018";12;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"benzyna";"2019";12;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"olej napędowy";"2015";411;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"olej napędowy";"2016";411;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"olej napędowy";"2017";333;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"olej napędowy";"2018";336;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"olej napędowy";"2019";338;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"gaz (LPG)";"2015";1;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"gaz (LPG)";"2016";1;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"gaz (LPG)";"2017";1;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"gaz (LPG)";"2018";1;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"gaz (LPG)";"2019";1;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"pozostałe";"2015";1;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"pozostałe";"2016";1;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"pozostałe";"2017";81;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"pozostałe";"2018";81;"szt.";"";
1212000;"Powiat olkuski";"autobusy";"pozostałe";"2019";81;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"benzyna";"2015";3;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"benzyna";"2016";3;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"benzyna";"2017";3;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"benzyna";"2018";3;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"benzyna";"2019";3;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"olej napędowy";"2015";1422;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"olej napędowy";"2016";1516;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"olej napędowy";"2017";1440;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"olej napędowy";"2018";1518;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"olej napędowy";"2019";1607;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"gaz (LPG)";"2015";0;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"gaz (LPG)";"2016";0;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"gaz (LPG)";"2017";0;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"gaz (LPG)";"2018";0;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"gaz (LPG)";"2019";0;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"pozostałe";"2015";0;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"pozostałe";"2016";0;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"pozostałe";"2017";122;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"pozostałe";"2018";129;"szt.";"";
1212000;"Powiat olkuski";"ciągniki siodłowe";"pozostałe";"2019";149;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"benzyna";"2015";50380;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"benzyna";"2016";51460;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"benzyna";"2017";52958;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"benzyna";"2018";53605;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"benzyna";"2019";54831;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"olej napędowy";"2015";20733;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"olej napędowy";"2016";22108;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"olej napędowy";"2017";23038;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"olej napędowy";"2018";24200;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"olej napędowy";"2019";25220;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"gaz (LPG)";"2015";10990;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"gaz (LPG)";"2016";11500;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"gaz (LPG)";"2017";11290;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"gaz (LPG)";"2018";12208;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"gaz (LPG)";"2019";12413;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"pozostałe";"2015";254;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"pozostałe";"2016";259;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"pozostałe";"2017";433;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"pozostałe";"2018";557;"szt.";"";
1213000;"Powiat oświęcimski";"samochody osobowe";"pozostałe";"2019";1024;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"benzyna";"2015";1635;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"benzyna";"2016";1611;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"benzyna";"2017";1605;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"benzyna";"2018";1551;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"benzyna";"2019";1525;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"olej napędowy";"2015";5934;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"olej napędowy";"2016";6136;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"olej napędowy";"2017";5596;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"olej napędowy";"2018";5721;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"olej napędowy";"2019";5903;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"gaz (LPG)";"2015";474;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"gaz (LPG)";"2016";451;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"gaz (LPG)";"2017";410;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"gaz (LPG)";"2018";417;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"gaz (LPG)";"2019";410;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"pozostałe";"2015";44;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"pozostałe";"2016";45;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"pozostałe";"2017";730;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"pozostałe";"2018";761;"szt.";"";
1213000;"Powiat oświęcimski";"samochody ciężarowe";"pozostałe";"2019";816;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"benzyna";"2015";6;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"benzyna";"2016";5;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"benzyna";"2017";6;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"benzyna";"2018";6;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"benzyna";"2019";6;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"olej napędowy";"2015";472;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"olej napędowy";"2016";486;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"olej napędowy";"2017";425;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"olej napędowy";"2018";405;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"olej napędowy";"2019";417;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"gaz (LPG)";"2015";0;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"gaz (LPG)";"2016";0;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"gaz (LPG)";"2017";0;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"gaz (LPG)";"2018";0;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"gaz (LPG)";"2019";0;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"pozostałe";"2015";1;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"pozostałe";"2016";1;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"pozostałe";"2017";62;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"pozostałe";"2018";63;"szt.";"";
1213000;"Powiat oświęcimski";"autobusy";"pozostałe";"2019";65;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"benzyna";"2015";6;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"benzyna";"2016";6;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"benzyna";"2017";6;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"benzyna";"2018";6;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"benzyna";"2019";5;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"olej napędowy";"2015";576;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"olej napędowy";"2016";636;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"olej napędowy";"2017";574;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"olej napędowy";"2018";583;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"olej napędowy";"2019";622;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"gaz (LPG)";"2015";1;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"gaz (LPG)";"2016";1;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"gaz (LPG)";"2017";1;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"gaz (LPG)";"2018";1;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"gaz (LPG)";"2019";1;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"pozostałe";"2015";1;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"pozostałe";"2016";1;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"pozostałe";"2017";103;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"pozostałe";"2018";105;"szt.";"";
1213000;"Powiat oświęcimski";"ciągniki siodłowe";"pozostałe";"2019";115;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"benzyna";"2015";14969;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"benzyna";"2016";15319;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"benzyna";"2017";15805;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"benzyna";"2018";15900;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"benzyna";"2019";16388;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"olej napędowy";"2015";6301;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"olej napędowy";"2016";6794;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"olej napędowy";"2017";7044;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"olej napędowy";"2018";7540;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"olej napędowy";"2019";8041;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"gaz (LPG)";"2015";5504;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"gaz (LPG)";"2016";5681;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"gaz (LPG)";"2017";5669;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"gaz (LPG)";"2018";6096;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"gaz (LPG)";"2019";6200;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"pozostałe";"2015";8;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"pozostałe";"2016";10;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"pozostałe";"2017";248;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"pozostałe";"2018";268;"szt.";"";
1214000;"Powiat proszowicki";"samochody osobowe";"pozostałe";"2019";368;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"benzyna";"2015";2731;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"benzyna";"2016";2731;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"benzyna";"2017";2711;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"benzyna";"2018";2693;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"benzyna";"2019";2693;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"olej napędowy";"2015";4880;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"olej napędowy";"2016";5104;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"olej napędowy";"2017";4405;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"olej napędowy";"2018";4547;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"olej napędowy";"2019";4693;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"gaz (LPG)";"2015";465;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"gaz (LPG)";"2016";462;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"gaz (LPG)";"2017";446;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"gaz (LPG)";"2018";453;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"gaz (LPG)";"2019";443;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"pozostałe";"2015";12;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"pozostałe";"2016";12;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"pozostałe";"2017";869;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"pozostałe";"2018";869;"szt.";"";
1214000;"Powiat proszowicki";"samochody ciężarowe";"pozostałe";"2019";896;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"benzyna";"2015";12;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"benzyna";"2016";12;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"benzyna";"2017";12;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"benzyna";"2018";12;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"benzyna";"2019";12;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"olej napędowy";"2015";212;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"olej napędowy";"2016";217;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"olej napędowy";"2017";188;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"olej napędowy";"2018";195;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"olej napędowy";"2019";191;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"gaz (LPG)";"2015";1;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"gaz (LPG)";"2016";1;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"gaz (LPG)";"2017";1;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"gaz (LPG)";"2018";1;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"gaz (LPG)";"2019";1;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"pozostałe";"2015";1;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"pozostałe";"2016";1;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"pozostałe";"2017";40;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"pozostałe";"2018";40;"szt.";"";
1214000;"Powiat proszowicki";"autobusy";"pozostałe";"2019";41;"szt.";"";
1214000;"Powiat proszowicki";"ciągniki siodłowe";"benzyna";"2015";1;"szt.";"";
1214000;"Powiat proszowicki";"ciągniki siodłowe";"benzyna";"2016";1;"szt.";"";
1214000;"Powiat proszowicki";"ciągniki siodłowe";"benzyna";"2017";1;"szt.";"";
